DATE,PCEPI_CH1,Resource_GAP,Traditional Taylor Rule
1960-01-01,0.2573333333333334,0.07737814727672898,4.997574030503116
1960-04-01,0.276,0.06170345451212356,4.223172725606178
1960-07-01,0.2423333333333333,0.0565947464436487,3.9509039888491015
1960-10-01,0.2276666666666666,0.0341363768904106,2.8206521778538636
1961-01-01,0.2366666666666666,0.03156352941689278,2.696509804177972
1961-04-01,0.1543333333333333,0.03971452835361866,3.0628930843476
1961-07-01,0.1523333333333334,0.049827302288136366,3.567531781073485
1961-10-01,0.1006666666666667,0.06017135095409465,4.058900881038066
1962-01-01,0.1396666666666667,0.06814195837339554,4.47693125200311
1962-04-01,0.1976666666666667,0.06671966354426928,4.434816510546797
1962-07-01,0.1836666666666666,0.06799258586301171,4.491462626483919
1962-10-01,0.2153333333333333,0.06013909221607072,4.114621277470203
1963-01-01,0.193,0.05999041899567281,4.09602094978364
1963-04-01,0.162,0.060338804350688946,4.097940217534447
1963-07-01,0.1973333333333334,0.0714415355730722,4.6707434453202765
1963-10-01,0.208,0.0673203834828211,4.470019174141055
1964-01-01,0.2386666666666667,0.07757644304893141,4.998155485779904
1964-04-01,0.249,0.07753504471724781,5.001252235862391
1964-07-01,0.2246666666666666,0.08204774711756535,5.214720689211601
1964-10-01,0.219,0.07421672098160492,4.820336049080247
1965-01-01,0.196,0.08703539617419231,5.449769808709616
1965-04-01,0.2436666666666667,0.08890153602460238,5.566910134563452
1965-07-01,0.252,0.1000178814339634,6.126894071698169
1965-10-01,0.2483333333333334,0.1120157334568681,6.724953339510072
1966-01-01,0.324,0.12532596850190814,7.428298425095407
1966-04-01,0.3773333333333333,0.1180486051492391,7.091096924128621
1966-07-01,0.445,0.11575382015436375,7.010191007718188
1966-10-01,0.526,0.11325436909385544,6.925718454692772
1967-01-01,0.4466666666666666,0.11113743896725659,6.780205281696162
1967-04-01,0.3923333333333333,0.10058922068818354,6.225627701075844
1967-07-01,0.4233333333333334,0.09869184674506037,6.146259003919686
1967-10-01,0.4423333333333333,0.09471200453273809,5.956766893303572
1968-01-01,0.58,0.10348965239657026,6.464482619828513
1968-04-01,0.68,0.10893730449643257,6.786865224821629
1968-07-01,0.7056666666666666,0.10554568471440007,6.630117569053336
1968-10-01,0.756,0.09840646730207858,6.298323365103929
1969-01-01,0.747,0.10338037991372673,6.542518995686336
1969-04-01,0.801,0.09635030075821227,6.218015037910614
1969-07-01,0.8446666666666667,0.09344301559409907,6.094484113038287
1969-10-01,0.8636666666666667,0.07956493645404983,5.410080156035825
1970-01-01,0.908,0.06953964163185411,4.930982081592705
1970-04-01,0.887,0.06287157697472345,4.587078848736173
1970-07-01,0.8483333333333333,0.06421572902283224,4.634953117808278
1970-10-01,0.8866666666666666,0.045685200249458546,3.7275933458062607
1971-01-01,0.8543333333333334,0.0644700358093786,4.6506684571355965
1971-04-01,0.8706666666666667,0.06139647848569041,4.505157257617854
1971-07-01,0.881,0.06091997195670551,4.486498597835276
1971-10-01,0.7516666666666667,0.05465715380206504,4.108691023436585
1972-01-01,0.7816666666666666,0.0645305170730115,4.617359186983908
1972-04-01,0.672,0.07910232786620242,5.291116393310121
1972-07-01,0.657,0.08092070584979005,5.374535292489503
1972-10-01,0.7026666666666667,0.09001214162214666,5.851940414440666
1973-01-01,0.7423333333333334,0.10675697625536706,6.70901547943502
1973-04-01,1.04,0.10934137942686029,6.987068971343014
1973-07-01,1.2583333333333333,0.09561504763568252,6.409919048450792
1973-10-01,1.548,0.0963891946461981,6.593459732309905
1974-01-01,1.975,0.07902623122111763,5.938811561055881
1974-04-01,2.2296666666666667,0.07273477803122752,5.751572234894709
1974-07-01,2.4856666666666665,0.05476916366009199,4.981291516337933
1974-10-01,2.6603333333333334,0.04259009744659892,4.459671538996613
1975-01-01,2.458666666666667,0.022285007728743977,3.3435837197705323
1975-04-01,2.106333333333333,0.021507099029461685,3.128521618139751
1975-07-01,1.9433333333333334,0.030668444172126996,3.5050888752730165
1975-10-01,1.759,0.03630077189783343,3.6945385948916716
1976-01-01,1.5766666666666667,0.05094613424436645,4.3356400455516555
1976-04-01,1.4876666666666667,0.05067717564920571,4.277692115793618
1976-07-01,1.4166666666666665,0.04846508676478045,4.131587671572356
1976-10-01,1.4123333333333332,0.04795292667943407,4.10381300063837
1977-01-01,1.632,0.05180206954671718,4.406103477335859
1977-04-01,1.903,0.06290130706467068,5.096565353233534
1977-07-01,1.927,0.07253357782419556,5.590178891209778
1977-10-01,1.91,0.06414324486294909,5.1621622431474545
1978-01-01,1.8933333333333333,0.058792980251705984,4.886315679251966
1978-04-01,2.033333333333333,0.08810958257187806,6.42214579526057
1978-07-01,2.1446666666666667,0.0893716580092061,6.540916233793638
1978-10-01,2.327,0.09387177745556663,6.8570888727783315
1979-01-01,2.446,0.08659093956183561,6.55254697809178
1979-04-01,2.726,0.07889995795181193,6.307997897590596
1979-07-01,3.0256666666666665,0.07803180202577131,6.414423434621899
1979-10-01,3.272,0.0728838093838835,6.280190469194175
1980-01-01,3.7413333333333334,0.06913855857354001,6.327594595343667
1980-04-01,3.736,0.042306805068200504,4.9833402534100255
1980-07-01,3.7743333333333333,0.03593807665361837,4.684070499347585
1980-10-01,3.8863333333333334,0.049021483664692056,5.394240849901269
1981-01-01,3.8383333333333334,0.06247886960861493,6.043110147097413
1981-04-01,3.614333333333333,0.04864765166905727,5.23954925011953
1981-07-01,3.4076666666666666,0.053811564899444164,5.394411578305542
1981-10-01,3.0896666666666666,0.03579968189829863,4.3348174282482645
1982-01-01,2.594666666666667,0.012900272313109085,2.9423469489887877
1982-04-01,2.3236666666666665,0.01011082663170626,2.667374664918646
1982-07-01,2.3316666666666666,-0.0011672049311926003,2.1074730867737035
1982-10-01,2.174,-0.008367198313301571,1.6686400843349212
1983-01-01,1.999,-0.0029130176979528244,1.8538491151023588
1983-04-01,1.996,0.011693161287620768,2.5826580643810386
1983-07-01,1.905,0.02336471277629215,3.1207356388146077
1983-10-01,1.717,0.035655589875839055,3.641279493791953
1984-01-01,1.852,0.043875941586795975,4.119797079339799
1984-04-01,1.8953333333333333,0.052580517915384206,4.576692562435877
1984-07-01,1.657,0.05371305542283267,4.514152771141633
1984-10-01,1.6476666666666666,0.053338164937200006,4.490741580193333
1985-01-01,1.7136666666666667,0.054339544107767423,4.5738105387217045
1985-04-01,1.6516666666666666,0.05430531356963364,4.541099011815016
1985-07-01,1.6716666666666666,0.06060104094765606,4.865885380716136
1985-10-01,1.7216666666666667,0.0592092395941588,4.821295313041274
1986-01-01,1.5033333333333334,0.05986938297994726,4.74513581566403
1986-04-01,1.0483333333333333,0.05592176170938146,4.32025475213574
1986-07-01,0.9256666666666667,0.057164166728870924,4.321041669776879
1986-10-01,0.8853333333333333,0.05435171015658291,4.160252174495812
1987-01-01,1.0146666666666666,0.05370455005281016,4.1925608359738415
1987-04-01,1.5706666666666667,0.05647789864777053,4.60922826572186
1987-07-01,1.7993333333333332,0.05727177159918995,4.763255246626164
1987-10-01,1.9473333333333334,0.06654289903183574,5.300811618258454
1988-01-01,1.8816666666666666,0.06414695148590965,5.1481809076288165
1988-04-01,1.9746666666666668,0.06978731256294779,5.476698961480723
1988-07-01,2.1483333333333334,0.06827383457279979,5.487858395306656
1988-10-01,2.248666666666667,0.0740384300518091,5.8262548359237885
1989-01-01,2.466666666666667,0.07643729764779472,6.0551982157230695
1989-04-01,2.6306666666666665,0.07600452118826162,6.115559392746414
1989-07-01,2.296,0.07521717637530223,5.908858818765111
1989-10-01,2.19,0.0691205927759384,5.55102963879692
1990-01-01,2.389333333333333,0.07233328345215462,5.811330839274397
1990-04-01,2.163666666666667,0.06885931307796156,5.524798987231412
1990-07-01,2.5803333333333334,0.06297692662197285,5.439012997765309
1990-10-01,2.9223333333333334,0.04766303578915476,4.844318456124405
1991-01-01,2.403,0.036997305565748206,4.0513652782874106
1991-04-01,2.203,0.038853943652743084,4.044197182637154
1991-07-01,1.8673333333333333,0.037991038910856645,3.8332186122094987
1991-10-01,1.522,0.03551706908662133,3.536853454331067
1992-01-01,1.5926666666666667,0.041403705965725734,3.86651863161962
1992-04-01,1.6763333333333332,0.046092844072928685,4.1428088703131
1992-07-01,1.6613333333333333,0.04969406653669495,4.315369993501414
1992-10-01,1.656,0.05377987817285934,4.5169939086429665
1993-01-01,1.646,0.04911455242509,4.2787276212545
1993-04-01,1.6613333333333333,0.04849759616419469,4.255546474876401
1993-07-01,1.5403333333333333,0.046812800127435494,4.110806673038441
1993-10-01,1.4713333333333334,0.05387470716301834,4.429402024817584
1994-01-01,1.325,0.05711046144281973,4.518023072140986
1994-04-01,1.259,0.06418841290173916,4.838920645086958
1994-07-01,1.452,0.06361879135645765,4.906939567822882
1994-10-01,1.3893333333333333,0.06863129366320386,5.12623134982686
1995-01-01,1.482,0.06584638120020614,5.033319060010307
1995-04-01,1.5056666666666667,0.062490297002559814,4.877348183461324
1995-07-01,1.3073333333333332,0.06460050496120218,4.883691914726775
1995-10-01,1.2933333333333332,0.06477788241850568,4.885560787591951
1996-01-01,1.3453333333333333,0.06538451425919689,4.941892379626511
1996-04-01,1.4136666666666666,0.0744301466864048,5.428340667653574
1996-07-01,1.4313333333333333,0.0752435451375888,5.477843923546106
1996-10-01,1.6053333333333335,0.0769996224984748,5.652647791590407
1997-01-01,1.534,0.07456648575818114,5.495324287909057
1997-04-01,1.2506666666666666,0.08209926073952012,5.73029637030934
1997-07-01,1.1416666666666666,0.08536725959105063,5.839196312885864
1997-10-01,0.891,0.08463570323771563,5.677285161885782
1998-01-01,0.588,0.08530489729123758,5.5592448645618795
1998-04-01,0.54,0.0849851667407222,5.51925833703611
1998-07-01,0.5736666666666667,0.08769210169718278,5.671438418192472
1998-10-01,0.5393333333333333,0.09335315088275031,5.937324210804182
1999-01-01,0.6743333333333333,0.09165318825418645,5.919826079375989
1999-04-01,0.953,0.08814616676963816,5.8838083384819075
1999-07-01,1.129,0.08906244629536175,6.017622314768087
1999-10-01,1.3796666666666666,0.0930567682925254,6.342671747959604
2000-01-01,1.8296666666666668,0.08489363558257601,6.159515112462134
2000-04-01,1.772,0.09228293630679829,6.500146815339915
2000-07-01,1.851,0.0837845205926584,6.114726029632919
2000-10-01,1.8316666666666666,0.08111807303932039,5.971736985299353
2001-01-01,1.7926666666666666,0.0698496651943259,5.3888165930496275
2001-04-01,1.7956666666666665,0.06849132893309928,5.322399779988297
2001-07-01,1.3596666666666666,0.0571934291975591,4.539504793211288
2001-10-01,0.9716666666666667,0.052846809937719286,4.128173830219298
2002-01-01,0.5723333333333332,0.05419080570654522,3.9957069519939274
2002-04-01,0.7816666666666667,0.05328321710100958,4.054994188383812
2002-07-01,1.1376666666666666,0.05035149005331263,4.086407835998965
2002-10-01,1.4643333333333333,0.04479672950810354,3.9720031420718436
2003-01-01,1.9,0.04358549242150822,4.129274621075411
2003-04-01,1.4166666666666667,0.046323857305489824,4.024526198607825
2003-07-01,1.5336666666666667,0.0570568843932282,4.619677552994744
2003-10-01,1.5603333333333333,0.06289164683103898,4.924749008218615
2004-01-01,1.5776666666666668,0.06266101983109529,4.921884324888097
2004-04-01,2.032,0.0642280075039583,5.227400375197915
2004-07-01,1.9123333333333332,0.06724230134400777,5.318281733867055
2004-10-01,2.2123333333333335,0.07086518363440497,5.649425848386915
2005-01-01,2.0763333333333334,0.07555878092012591,5.816105712672963
2005-04-01,2.057,0.07443849434027072,5.750424717013536
2005-07-01,2.546666666666667,0.07638292445231087,6.092479555948877
2005-10-01,2.52,0.07617657682287948,6.068828841143974
2006-01-01,2.4833333333333334,0.08382993562695695,6.433163448014515
2006-04-01,2.7043333333333335,0.08065092503824367,6.384712918578851
2006-07-01,2.43,0.07654884884329682,6.042442442164841
2006-10-01,1.6326666666666667,0.07980476033483974,5.806571350075321
2007-01-01,1.9756666666666667,0.07768185962650342,5.871926314658505
2007-04-01,1.9686666666666668,0.07890146128241327,5.929406397453997
2007-07-01,1.85,0.07993116946219914,5.921558473109957
2007-10-01,2.8726666666666665,0.08158746538702033,6.51570660268435
2008-01-01,2.8106666666666666,0.0727338593107465,6.042026298870658
2008-04-01,2.945,0.07415597342569313,6.180298671284657
2008-07-01,3.4096666666666664,0.0644719190864187,5.928429287654268
2008-10-01,1.0863333333333334,0.038103967693583485,3.448365051345841
2009-01-01,-0.2266666666666667,0.022747745441208167,2.024053938727075
2009-04-01,-0.7373333333333334,0.017266006983604143,1.4946336825135405
2009-07-01,-1.0793333333333333,0.017331410726118435,1.326903869639255
2009-10-01,1.049,0.024850463294407987,2.767023164720399
2010-01-01,1.996,0.026599167159499615,3.327958357974981
2010-04-01,1.7853333333333334,0.033240862188346654,3.5547097760839996
2010-07-01,1.3486666666666667,0.037791522772565145,3.5639094719615905
2010-10-01,1.2406666666666666,0.039590948060082454,3.599880736337456
2011-01-01,1.658,0.03325850500901595,3.491925250450797
2011-04-01,2.421333333333333,0.035391814682709466,3.98025740080214
2011-07-01,2.676,0.03011857647969407,3.8439288239847036
2011-10-01,2.404,0.036105579315250935,4.007278965762547
2012-01-01,2.259,0.03942013403854894,4.100506701927447
2012-04-01,1.5833333333333333,0.039164550862379244,3.7498942097856287
2012-07-01,1.4286666666666665,0.036180817201554305,3.5233741934110485
2012-10-01,1.6513333333333333,0.03308667154337819,3.480000243835576
2013-01-01,1.365,0.03869019641508231,3.6170098207541157
2013-04-01,1.187,0.03709264062667472,3.4481320313337362
2013-07-01,1.3053333333333335,0.04123551327284147,3.7144423303087404
2013-10-01,1.1286666666666667,0.04547099809609989,3.837883238138328
2014-01-01,1.2373333333333334,0.037450003625425055,3.4911668479379196
2014-04-01,1.6206666666666667,0.045608163858883444,4.0907415262775055
2014-07-01,1.4936666666666667,0.05285662155655935,4.3896644111613
2014-10-01,1.0106666666666666,0.05298101025926272,4.154383846296469
2015-01-01,0.1326666666666667,0.056968921394178196,3.9147794030422434
2015-04-01,0.1833333333333333,0.05814726823033567,3.9990300781834502
2015-07-01,0.1703333333333334,0.05724025572742697,3.9471794530380153
2015-10-01,0.2253333333333333,0.05440400437163362,3.8328668852483476
2016-01-01,0.709,0.05579413208626072,4.144206604313036
2016-04-01,0.8446666666666667,0.05496397575294587,4.170532120980627
2016-07-01,0.931,0.05819661120195896,4.375330560097948
2016-10-01,1.4563333333333335,0.05985824433087927,4.72107888321063
2017-01-01,1.986,0.060583045804806446,5.022152290240323
2017-04-01,1.5673333333333332,0.06162679218845035,4.865006276089185
2017-07-01,1.581,0.06455347326088834,5.018173663044417
2017-10-01,1.729,0.0706821549254979,5.3986077462748945
2018-01-01,1.8556666666666668,0.07374032137246012,5.61484940195634
2018-04-01,2.187666666666667,0.07419017332317424,5.803341999492045
2018-07-01,2.1776666666666666,0.07569767740741362,5.873717203704015
2018-10-01,1.9663333333333333,0.07251429237337348,5.6088812853353405
2019-01-01,1.4976666666666667,0.07332321612197212,5.41499413943194
2019-04-01,1.51,0.07685404325090417,5.597702162545208
2019-07-01,1.42,0.08325974821840276,5.872987410920138
2019-10-01,1.438,0.08482419078192116,5.960209539096057
2020-01-01,1.5383333333333333,0.06647270090704716,5.092801712019025
2020-04-01,0.5396666666666667,-0.019995225207869893,0.2700720729398387
2020-07-01,1.145,0.051079032315405115,4.1264516157702555
2020-10-01,1.2626666666666666,0.05714225610622847,4.488446138644757
2021-01-01,2.162,0.0654035674490121,5.351178372450605
2021-04-01,4.246333333333333,0.07564934322747874,6.905633828040603
2021-07-01,4.886,0.07871306555814606,7.378653277907302
2021-10-01,6.171333333333333,0.09046238196215661,8.608785764774497
2022-01-01,7.012666666666666,0.08047985442402528,8.530326054534598
2022-04-01,7.368666666666667,0.07429487432380988,8.399077049523827
2022-07-01,7.199666666666666,0.07631236991350754,8.41545182900871
2022-10-01,6.584,0.07828225120730714,8.206112560365357
2023-01-01,5.718666666666667,0.07958721340574648,7.838694003620658
2023-04-01,4.468,0.08022881129809356,7.245440564904678
2023-07-01,4.007,0.08766976763751977,7.386988381875988
